사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,,작업일시
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,
2020-05,경원선,1908,녹양,314,3,"4,863",765,"7,721","2,234","15,647","3,366","14,121","7,648","8,432","4,444","7,148","3,719","6,269","3,891","6,312","4,361","6,332","4,791","5,569","4,351","5,650","5,848","5,530","7,010","6,785","8,977","7,341","11,936","4,221","12,740","2,989","8,389","2,379","7,013","1,706","6,118",680,"5,014",32,"1,095",0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,경원선,1909,양주,"1,594",41,"5,025","1,477","10,766","5,265","28,782","9,633","23,826","11,474","15,438","8,416","12,434","6,658","10,869","8,688","11,299","7,788","10,440","7,852","9,947","8,237","9,828","9,216","11,051","11,149","12,170","13,172","13,639","19,804","7,571","19,181","4,597","13,864","3,828","10,338","2,164","10,422",837,"6,539",23,"3,020",0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,경원선,1910,덕계,1,0,"1,994",454,"5,332","1,857","10,000","2,046","8,462","3,513","4,744","1,591","3,758","1,402","3,350","1,907","3,246","2,209","3,094","1,788","2,735","2,587","2,572","2,892","3,027","3,396","3,313","4,863","3,396","4,688","1,776","7,806","1,113","4,660",776,"3,195",603,"2,842",255,"2,347",8,749,0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,경원선,1911,덕정,0,0,"3,497","1,448","8,043","4,825","17,741","9,393","16,000","12,249","9,575","7,448","7,787","5,070","8,481","5,591","8,998","6,070","8,294","6,345","7,686","5,892","7,678","6,620","9,550","8,518","10,800","11,661","12,135","10,683","5,582","16,127","4,523","8,866","3,267","8,559","2,484","7,046","1,305","5,096",158,"1,285",0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,경원선,1912,지행,46,0,"4,712",815,"8,958","2,583","18,688","4,359","17,825","10,977","12,232","5,768","9,404","5,034","9,074","6,221","9,360","6,960","9,334","8,357","8,087","7,758","7,860","8,617","8,218","10,894","9,555","15,638","11,154","14,234","6,943","19,931","6,063","12,161","5,035","8,813","4,436","9,326","2,339","6,577",181,"2,238",0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,경원선,1913,동두천중앙,31,1,"2,606",629,"4,296","2,086","8,002","3,814","8,189","8,752","5,944","3,807","5,335","3,858","5,083","4,865","5,273","4,708","5,275","4,640","4,880","4,059","5,019","4,572","4,884","5,125","6,044","6,049","6,923","5,332","2,997","6,549","2,320","4,687","1,558","3,253",991,"3,519",435,"2,125",7,754,0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,경원선,1914,보산,30,0,"1,282",380,"2,410",950,"4,298","1,904","3,360","2,199","2,954","1,480","2,418","1,315","2,528","1,560","2,663","1,494","2,595","1,919","2,179","2,045","2,172","2,243","2,548","2,611","3,542","2,803","2,953","3,349","1,815","3,496","1,420","3,235",843,"2,295",408,"2,155",189,"1,101",9,433,0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,경원선,1915,동두천,18,1,939,450,"2,564","3,434","4,447","7,602","4,542","6,085","3,775","3,955","3,323","3,845","3,152","3,517","2,645","2,592","3,288","2,767","2,950","3,363","3,273","3,152","3,204","3,295","4,116","3,357","4,374","4,401","2,422","3,787","1,346","3,371",915,"2,364",635,"2,054",254,"1,209",3,615,0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,경원선,1916,소요산,38,0,829,637,"1,147","1,524","4,774","3,297","4,534","4,027","5,510","5,768","4,351","8,544","4,888","11,545","6,272","10,094","8,492","8,369","11,030","7,779","14,486","5,308","13,979","4,400","10,535","3,543","6,196","2,382","3,727","2,059","2,053","1,488","1,233","1,350",403,"1,163",153,959,2,540,0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,안산선,1751,산본,596,6,"8,295","1,881","20,443","6,577","49,867","13,409","45,957","27,720","23,968","19,900","19,066","16,811","19,015","17,077","20,811","20,040","20,679","22,113","20,297","21,765","20,734","23,406","22,592","25,518","24,623","34,332","29,797","55,921","20,767","52,890","16,845","28,860","17,146","23,437","14,969","18,264","5,028","14,527",690,"2,914",0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,안산선,1752,대야미,0,0,"2,053","1,128","6,596","4,218","15,075","5,056","15,229","7,988","9,022","4,990","6,852","4,959","6,438","4,737","6,634","4,710","7,322","4,572","7,025","5,028","7,841","5,523","8,573","7,224","9,202","8,657","9,776","12,571","6,230","11,078","4,585","7,617","3,478","6,953","1,939","6,773",822,"4,175",96,879,0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,안산선,1753,반월,6,1,"2,932",884,"6,359","2,902","14,501","3,316","13,716","5,829","8,953","3,752","6,795","3,581","6,159","3,854","6,167","4,212","6,185","4,720","5,760","5,107","5,380","6,106","6,118","7,320","6,953","8,854","7,490","12,743","4,771","10,513","3,205","8,168","2,234","6,933","1,567","5,796",729,"4,075",161,753,0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,안산선,1754,상록수,434,8,"14,085","2,842","30,068","8,390","66,980","12,612","64,012","19,426","34,398","13,754","25,144","11,386","23,666","12,653","24,060","14,583","22,220","17,173","19,460","17,740","19,007","21,109","20,455","26,435","23,585","36,275","24,407","62,669","16,161","55,952","12,569","36,483","10,988","33,378","8,424","27,007","3,449","19,327",352,"4,280",0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,안산선,1755,한대앞,157,0,"5,838",797,"12,574","3,559","23,091","5,881","20,805","11,243","11,651","8,232","9,621","6,838","9,723","6,705","9,899","7,310","9,402","8,453","8,731","8,619","8,782","9,326","9,680","11,517","11,683","15,011","12,854","24,006","7,552","19,924","6,119","13,410","6,088","10,123","4,855","9,810","1,972","6,756",116,"1,615",0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,안산선,1756,중앙,302,7,"6,965",794,"20,804","6,481","42,983","10,093","34,895","27,409","18,063","22,137","16,167","15,837","17,243","16,644","20,164","20,874","19,919","23,348","19,735","24,664","21,470","23,014","25,646","25,387","28,572","33,330","31,616","51,969","21,483","46,624","22,315","27,603","20,867","23,775","18,776","18,259","7,536","14,374",476,"4,401",0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,안산선,1757,고잔,233,5,"4,029",610,"10,861","3,878","23,922","10,780","16,839","23,767","10,716","11,986","10,037","8,966","10,274","8,134","9,755","8,838","9,469","9,443","10,074","9,800","10,830","8,720","12,062","8,755","16,046","12,437","18,890","18,438","8,339","15,689","6,428","10,812","5,896","8,350","4,320","7,886","1,706","6,581",111,"2,469",0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,안산선,1758,초지,204,0,"2,549",391,"6,844","3,583","14,810","7,206","11,082","8,934","6,177","4,235","4,863","3,388","4,950","3,112","4,976","3,803","4,442","4,352","4,318","4,052","4,424","4,387","5,440","4,795","7,594","6,596","9,220","11,011","4,203","10,362","3,083","7,289","2,451","5,497","1,786","5,036",558,"3,197",28,"1,418",0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,안산선,1759,안산,"1,490",10,"10,773",758,"11,159","14,160","19,161","30,574","18,521","28,387","15,219","11,754","13,460","12,086","13,832","12,400","15,030","13,306","16,350","13,559","16,420","13,538","18,061","13,748","19,616","15,296","35,744","20,080","38,912","23,866","18,884","20,413","17,104","14,765","11,209","14,055","5,058","9,944","1,340","5,506",92,"2,491",0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,안산선,1760,신길온천,7,1,"1,486",71,"2,772","1,230","5,319","2,891","4,611","2,139","2,674","1,269","2,086","1,279","2,046","1,375","1,988","1,362","1,886","1,420","1,858","1,577","1,844","2,016","2,186","2,262","3,036","2,925","3,383","3,955","1,756","3,633","1,198","2,500",752,"2,311",405,"1,728",142,"1,545",6,503,0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,안산선,1761,정왕,210,2,"4,913",312,"7,406","8,788","13,785","20,522","11,794","20,531","8,878","10,188","8,088","8,010","8,310","7,046","9,311","8,124","9,866","8,447","9,250","9,494","9,959","9,258","12,235","9,378","17,277","12,334","21,833","15,391","11,114","13,668","8,746","9,997","6,797","8,901","3,638","7,730","1,374","5,401",26,"1,948",0,1,0,0,0,0,2020-06-03 11:49:09
2020-05,안산선,1762,오이도,184,0,"5,677",148,"13,749","6,626","28,445","11,304","21,839","13,425","12,782","6,986","10,798","8,277","10,804","9,925","11,488","10,846","11,189","11,486","10,826","11,246","12,250","12,395","13,373","12,614","18,132","17,286","18,038","25,207","11,205","21,442","9,035","13,799","7,960","13,218","5,574","11,476","1,959","8,519",4,"3,466",0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,안산선,1763,수리산,3,1,"2,721",584,"7,951","1,503","17,004","3,256","15,591","4,588","8,959","4,389","6,227","5,295","5,542","3,742","5,622","3,510","5,237","3,602","4,913","3,678","5,015","4,347","4,990","5,216","4,968","6,274","5,143","10,067","2,928","9,699","2,029","5,772","1,418","5,168",928,"5,009",415,"3,247",69,658,0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,과천선,1450,선바위,3,0,948,"1,028","5,687","8,446","16,728","19,650","21,043","24,920","13,924","14,645","8,652","7,114","7,793","6,724","8,546","6,894","9,017","6,323","9,031","6,369","9,257","7,129","12,581","7,654","20,714","11,448","29,843","16,048","15,507","13,149","8,942","8,721","7,606","8,140","4,227","7,349","1,208","4,235",5,225,0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,과천선,1451,경마공원,0,0,191,250,699,"1,655","1,556","2,278","2,546","5,664","1,750","1,543","1,411","1,156","1,439","1,625","1,305","1,549","1,934","1,512","2,001","1,459","2,002","1,275","2,166","1,457","3,337","1,619","5,672","2,015","1,292","1,597",786,"1,037",572,"1,002",250,828,138,601,4,22,0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,과천선,1452,대공원,2,0,31,341,203,"3,553",774,"4,117",916,"9,324","1,183","15,090","1,844","17,823","2,422","11,713","5,237","8,480","6,375","9,496","8,512","8,148","11,116","5,138","13,998","3,434","14,012","1,900","13,222","1,279","6,094",945,"4,069",456,"4,271",407,960,313,186,236,0,11,1,0,0,0,0,0,2020-06-03 11:49:09
2020-05,과천선,1453,과천,8,4,"1,371","1,060","5,377","9,787","15,916","3,671","16,054","6,833","9,051","4,171","6,335","3,780","6,042","3,338","6,061","3,737","6,332","4,133","6,170","4,265","6,447","4,991","10,540","6,263","11,352","7,651","7,631","12,380","3,536","11,401","2,277","6,554","1,548","6,431","1,184","6,539",387,"4,480",2,146,0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,과천선,1454,정부과천청사,26,6,"1,588","1,418","4,701","8,905","13,063","19,090","12,438","52,226","9,168","15,576","6,975","9,421","7,534","7,609","8,540","8,262","9,696","8,357","10,655","8,506","11,631","8,360","16,792","9,119","25,085","11,223","44,812","15,237","13,034","12,987","10,085","7,740","8,367","6,339","5,134","5,571","1,331","3,976",24,147,0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,과천선,1455,인덕원,76,4,"7,927","2,130","24,370","11,057","69,292","27,660","63,725","85,532","35,166","31,830","25,530","18,958","23,633","18,197","25,491","17,063","26,134","19,452","24,630","20,862","25,186","23,233","29,558","27,911","40,650","40,822","69,194","65,137","28,832","62,378","21,852","34,623","21,579","30,083","14,956","30,577","4,441","19,882",71,"1,910",0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,과천선,1456,평촌,26,0,"3,393","2,451","17,333","8,369","49,572","27,352","41,089","70,403","21,394","29,337","16,220","14,321","15,534","12,856","16,175","12,526","15,741","16,032","15,887","14,324","18,360","13,772","20,033","17,302","33,123","23,445","54,232","40,777","24,081","39,876","17,163","20,455","15,859","16,959","13,205","16,060","4,309","9,659",60,"2,071",0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,과천선,1457,범계,72,5,"6,814","2,952","26,957","10,426","73,086","19,044","63,731","51,182","33,423","40,895","25,502","27,415","27,017","25,474","29,102","26,032","29,812","31,928","29,330","30,749","32,363","31,309","37,393","36,807","43,023","49,393","56,354","76,306","34,902","69,528","36,980","36,101","29,615","28,850","27,118","25,777","9,136","14,792",322,"3,214",0,1,0,0,0,0,2020-06-03 11:49:09
2020-05,분당선,1023,선릉,54,1,"1,249","1,110","2,012","9,987","3,501","40,289","5,119","118,776","4,490","76,638","5,489","32,922","7,427","21,098","8,935","18,190","10,298","20,065","11,764","16,862","14,623","15,138","22,852","14,240","36,082","17,757","68,541","21,396","31,219","13,916","18,855","6,921","17,440","5,155","15,901","4,515","4,843","3,379",116,859,0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,분당선,1024,한티,17,2,"1,571",900,"6,182","6,961","16,014","19,154","18,815","40,463","12,008","35,508","9,824","21,042","11,113","16,014","14,270","18,705","16,381","23,073","15,799","16,973","18,936","17,122","22,004","18,390","31,116","27,508","37,741","27,946","25,316","21,462","28,088","11,840","18,281","9,471","25,367","8,925","4,368","5,801",97,592,0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,분당선,1025,도곡,21,0,"1,056",834,"2,821","5,085","6,188","12,145","9,495","22,789","6,827","15,831","5,698","7,313","6,531","6,439","7,083","6,376","7,818","7,212","8,192","6,226","9,854","6,471","12,131","6,827","16,640","8,574","20,036","11,110","10,802","9,310","6,931","5,630","6,675","5,013","5,059","4,602","1,356","3,133",39,673,0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,분당선,1026,구룡,3,0,362,237,998,"2,404","2,028","4,310","2,926","4,049","2,175","1,759","1,856","1,065","1,969",982,"1,900","1,112","1,826","1,437","1,750","1,414","1,808","1,681","4,062","1,594","3,470","2,099","2,967","2,663","1,473","2,135",859,"1,408","1,357","1,297",526,"1,229",166,953,4,115,0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,분당선,1027,개포동,2,0,649,366,"2,452","2,823","7,198","3,998","7,562","8,328","4,763","6,003","3,987","3,909","3,837","2,923","5,012","3,226","4,440","3,817","4,433","3,592","4,507","3,881","5,272","4,660","6,477","5,970","6,948","8,744","4,251","7,225","3,015","4,612","2,898","4,002","2,621","4,310",873,"2,589",21,287,0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,분당선,1028,대모산입구,2,0,"1,514","1,247","2,969","8,199","7,471","3,691","8,884","8,345","5,779","4,334","4,470","3,128","4,212","2,517","4,716","2,550","4,388","3,172","3,702","3,518","4,292","3,855","6,171","4,101","9,124","4,593","7,742","6,593","3,501","5,536","2,242","3,629","1,585","3,305","1,033","3,492",352,"2,072",15,431,0,1,0,0,0,0,2020-06-03 11:49:09
2020-05,분당선,1030,수서,72,0,"3,044","2,750","6,248","10,409","19,823","21,347","30,509","39,996","20,035","23,933","19,358","16,092","15,448","12,844","18,828","15,301","17,620","16,038","13,926","15,863","20,526","16,857","22,926","20,988","30,133","24,409","38,688","33,938","18,871","26,164","18,719","18,072","12,790","14,674","12,378","12,560","6,227","6,285",107,"1,299",2,0,0,0,0,0,2020-06-03 11:49:09
2020-05,분당선,1031,복정,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,2,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,분당선,1846,수원,901,1,"4,065",368,"6,886","2,551","20,569","5,194","23,241","9,038","12,023","6,681","7,229","4,578","7,097","4,879","7,652","6,205","7,967","6,691","7,781","6,202","9,014","6,121","10,486","8,510","12,892","10,928","16,945","17,281","12,525","14,519","10,762","7,566","9,355","6,649","7,724","5,831","3,542","3,302",93,"1,460",0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,분당선,1847,서울숲,81,0,"2,178",452,"4,216","9,838","12,065","9,702","19,242","30,668","13,189","19,469","7,023","11,428","6,491","11,068","7,439","12,079","9,058","15,530","10,025","15,189","12,502","14,824","19,151","13,678","27,322","15,707","35,462","21,178","19,019","15,821","13,180","8,731","11,026","7,072","7,684","6,967","2,240","3,769",17,759,0,1,0,0,0,0,2020-06-03 11:49:09
2020-05,분당선,1848,압구정로데오,144,1,"1,843",666,"3,298","8,884","4,386","19,619","6,364","60,361","5,398","81,780","6,297","42,234","8,922","27,995","11,838","26,934","14,650","27,914","17,969","25,690","23,389","23,234","29,358","23,499","43,716","28,485","71,713","34,681","55,538","22,659","47,122","9,177","31,473","5,533","24,824","4,841","7,552","2,674",113,429,0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,분당선,1849,강남구청,30,0,"1,057",627,"2,360","4,320","5,424","12,698","8,549","45,734","7,057","34,281","6,213","16,604","7,213","11,789","8,208","11,849","9,759","12,731","10,768","11,820","12,114","11,450","13,362","11,826","20,749","13,421","42,456","17,841","22,090","12,591","13,264","6,831","12,004","5,120","9,165","4,871","2,973","3,055",37,623,0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,분당선,1850,선정릉,14,1,959,791,"1,796","4,206","3,463","11,287","6,239","45,230","5,161","37,544","4,511","13,419","5,438","8,219","6,254","8,074","7,193","7,811","8,608","7,150","9,088","6,590","10,993","6,792","18,539","7,321","39,558","9,493","22,656","6,403","10,884","3,723","9,570","3,469","7,601","3,356","2,237","2,137",31,422,0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,분당선,1851,가천대,28,4,"4,825",794,"6,385","3,083","15,586","5,104","20,633","16,527","13,088","12,050","8,876","10,264","8,433","7,134","9,825","9,880","9,803","10,141","9,732","10,088","11,050","9,390","13,753","10,795","16,281","14,279","13,009","20,131","7,814","18,019","6,475","12,763","4,805","12,986","4,500","13,416","2,144","9,292",156,"1,179",0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,분당선,1852,태평,193,13,"14,020","2,132","18,060","5,293","35,026","7,966","55,390","15,767","36,441","11,382","20,242","10,364","16,694","12,235","18,041","12,340","18,380","14,333","16,430","15,364","15,724","21,646","16,370","22,556","17,841","28,665","18,824","41,283","10,791","32,998","8,703","23,602","6,421","25,134","4,970","21,485","1,912","11,638",163,"1,840",0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,분당선,1853,모란,237,11,"13,952","2,916","20,195","10,027","45,701","18,521","60,379","28,874","43,460","23,788","28,041","23,349","27,368","25,766","29,115","26,358","30,584","29,621","29,067","29,714","29,882","37,589","32,959","36,626","32,354","40,572","36,841","57,092","22,480","46,393","16,393","33,292","15,013","31,697","11,820","25,379","5,951","16,500",491,"2,175",0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,분당선,1854,야탑,144,4,"6,767","3,134","16,928","13,629","47,071","32,325","56,266","77,296","36,060","45,345","28,424","28,060","30,029","27,419","31,506","30,016","32,608","31,727","33,194","33,830","35,404","32,141","39,336","38,957","49,541","46,133","72,378","65,641","36,945","55,297","27,890","33,576","26,812","27,365","19,071","26,543","7,457","15,682",474,"2,799",0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,분당선,1855,서현,429,7,"4,633","2,676","11,374","9,594","27,666","32,482","34,570","70,543","24,329","55,403","20,969","32,957","23,953","29,212","26,428","29,140","28,939","35,767","32,301","34,591","36,356","35,262","39,557","35,583","54,858","43,476","75,303","58,682","45,977","46,879","46,849","25,177","36,972","21,447","30,856","17,133","13,004","10,893",893,"1,541",0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,분당선,1856,수내,160,1,"2,447","1,740","5,973","5,385","14,593","13,298","19,064","42,261","12,485","35,259","9,881","17,885","10,968","13,882","12,793","14,995","14,731","14,917","16,435","15,934","18,674","14,417","20,129","16,787","28,364","18,369","39,620","25,766","23,296","19,397","24,077","11,637","16,115","9,486","14,196","8,604","3,802","5,269",258,"1,008",0,0,0,0,0,0,2020-06-03 11:49:09
