사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,,작업일시
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,
2020-05,7호선,2716,중계,18,0,"8,390","2,121","20,476","4,587","54,809","11,048","56,225","20,083","29,965","10,753","20,362","8,702","17,697","8,957","18,401","11,070","16,701","12,785","15,180","13,782","15,867","15,293","17,466","17,890","18,967","23,960","15,752","37,535","9,574","40,728","6,837","24,160","6,400","20,968","6,011","19,571","1,869","13,399",9,"1,099",0,1,0,0,0,0,2020-06-03 11:49:09
2020-05,7호선,2717,하계,4,0,"6,895","1,404","19,861","5,965","59,483","12,726","62,663","22,331","33,958","16,923","23,802","13,116","22,816","14,617","23,741","17,566","23,068","20,273","22,517","20,050","23,966","22,131","25,478","25,469","26,050","31,533","23,752","49,283","15,108","51,726","11,308","29,514","10,713","24,911","9,983","23,529","2,902","16,530",7,"1,315",0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,7호선,2718,공릉(서울과학기술대),20,0,"5,982","1,266","12,157","4,022","31,697","8,015","36,708","20,145","21,104","12,097","15,207","10,237","14,554","9,933","15,450","11,812","15,476","13,713","15,286","13,903","15,677","15,992","16,644","18,820","18,979","23,498","21,295","35,871","12,625","34,814","9,884","20,127","8,946","17,105","7,994","15,888","3,671","12,435",2,901,0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,7호선,2719,태릉입구,116,0,"6,415","1,476","6,731","4,563","18,023","7,001","23,081","15,580","14,308","9,893","10,233","8,140","9,602","8,495","10,588","8,795","11,494","9,658","11,863","9,889","12,698","10,177","13,666","12,010","16,303","14,559","16,889","20,495","11,787","19,546","8,213","12,334","8,116","10,858","6,468","10,401","2,754","7,050",29,"4,060",0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,7호선,2720,먹골,36,1,"6,670",749,"11,440","3,023","32,553","4,662","39,954","12,973","23,491","8,758","14,913","8,695","12,885","8,788","13,676","9,823","13,963","10,589","13,293","11,603","12,545","13,902","12,412","16,914","13,967","21,885","14,613","31,748","9,916","32,235","6,989","18,494","6,167","15,904","4,769","14,846","2,249","10,371",10,995,0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,7호선,2721,중화,2,0,"8,016","1,106","12,725","4,063","32,318","7,322","43,493","18,934","25,083","10,527","15,807","8,617","13,529","8,722","14,696","9,859","14,317","10,607","12,880","11,703","12,429","14,324","14,026","17,312","15,563","21,546","17,516","32,934","11,138","32,389","7,690","19,550","6,978","17,206","5,402","16,617","2,200","11,109",11,"1,086",0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,7호선,2722,상봉(시외버스터미널),298,3,"10,159","1,698","16,803","7,218","45,119","12,735","62,665","28,629","32,483","19,132","20,125","13,745","17,875","14,233","19,427","15,702","20,578","17,700","19,839","18,215","20,143","20,175","23,330","23,824","28,382","31,808","30,275","51,438","21,785","49,524","16,646","28,171","16,074","24,170","12,481","21,226","5,639","15,095",50,"1,707",0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,7호선,2723,면목,21,0,"12,109","1,115","20,407","5,909","49,564","8,001","66,247","20,537","37,710","12,277","21,737","12,348","18,767","12,226","19,755","12,848","19,212","14,966","16,942","16,305","16,240","20,642","17,697","25,397","18,964","32,183","19,614","48,446","15,718","47,880","10,015","28,387","7,828","25,379","5,907","22,445","2,683","15,086",18,"1,465",0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,7호선,2724,사가정,11,0,"10,170","1,801","18,525","7,808","43,768","10,680","57,627","23,709","34,946","14,753","22,240","14,382","19,269","14,262","21,399","15,321","21,393","16,181","19,516","17,736","19,366","22,231","21,071","25,859","23,548","34,418","23,720","52,073","17,614","47,611","12,898","28,426","11,171","24,703","9,032","21,460","4,037","12,928",4,"1,710",0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,7호선,2725,용마산(용마폭포공원),2,0,"4,954",730,"9,625","2,698","20,556","3,408","26,622","8,769","14,941","5,585","8,908","5,427","7,557","4,955","7,406","5,149","7,201","5,700","6,342","6,365","6,290","7,380","7,205","9,177","7,037","11,629","7,332","18,413","4,690","17,213","3,089","11,221","2,589","10,155","1,877","9,972",926,"5,862",2,725,0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,7호선,2726,중곡,3,0,"5,169",541,"10,686","3,825","26,775","6,855","40,899","15,790","23,994","8,898","13,648","7,672","12,367","7,515","12,795","7,850","12,431","9,020","11,414","9,915","10,845","12,540","12,380","14,098","13,824","17,952","12,722","28,654","8,607","25,679","6,319","15,194","5,163","14,234","3,998","13,157","1,890","8,738",7,220,0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,7호선,2727,군자(능동),31,0,"8,313",702,"12,362","6,927","30,127","7,507","51,507","22,748","32,976","13,983","17,645","9,765","15,327","9,570","15,866","10,296","16,572","10,760","16,098","12,048","16,413","15,138","18,344","16,726","21,837","23,147","28,001","36,409","19,012","31,532","14,764","18,732","14,496","16,691","12,623","15,177","5,814","10,230",10,572,0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,7호선,2728,어린이대공원(세종대),8,0,"3,496",936,"5,890","8,628","14,341","12,450","26,476","33,625","17,832","18,865","10,645","15,564","10,047","13,941","13,524","15,460","13,369","17,893","14,338","17,028","17,820","15,621","21,353","15,098","30,158","18,152","30,847","24,837","17,850","20,278","13,816","13,175","13,596","11,719","13,970","11,123","6,651","8,328",13,405,0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,7호선,2729,건대입구,14,1,"4,043",894,"4,554","6,360","10,832","14,590","17,472","27,382","13,552","23,184","10,838","17,213","11,049","15,744","12,736","18,422","13,915","21,001","16,266","20,048","19,668","19,537","23,142","20,088","30,505","24,987","31,715","36,977","23,167","27,043","26,396","15,016","21,512","12,037","19,894","10,325","9,397","6,609",2,"3,248",0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,7호선,2730,뚝섬유원지,8,1,"4,707",541,"8,137","3,774","17,890","5,325","26,537","10,020","17,060","8,065","9,360","6,955","7,822","8,817","8,226","11,416","9,052","15,092","9,375","18,361","11,228","21,420","14,525","22,422","18,167","26,700","20,516","34,295","19,581","26,771","19,734","15,684","20,362","13,288","18,935","11,294","7,659","5,934",2,371,0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,7호선,2731,청담,35,0,"2,540","3,479","6,288","26,242","9,253","52,542","12,875","132,935","10,487","84,731","10,047","33,416","11,926","20,367","14,189","17,640","16,022","20,160","19,364","17,443","26,765","15,798","34,030","15,263","53,312","17,433","98,631","19,350","53,944","13,517","31,341","8,944","28,854","8,307","22,054","5,465","6,077","4,024",22,"2,693",0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,7호선,2732,강남구청,4,0,"1,653","1,627","3,620","10,380","5,485","28,072","7,990","94,118","7,014","84,895","7,280","31,109","8,964","20,472","10,488","17,993","13,422","18,945","16,467","16,314","21,258","14,792","23,758","13,857","35,957","15,522","75,536","17,586","47,106","11,967","29,256","7,601","28,900","6,578","23,287","4,781","8,019","3,667",19,410,0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,7호선,2733,학동,3,0,"1,989","2,077","4,485","19,513","7,156","46,563","9,957","160,391","9,295","119,254","9,101","40,158","10,565","23,005","13,892","19,428","17,245","22,339","22,141","18,928","27,004","16,185","31,394","15,329","56,090","16,599","141,957","17,376","69,774","11,697","34,848","7,573","31,759","6,233","24,221","4,908","8,223","3,568",27,233,0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,7호선,2734,논현,46,0,"3,329","1,355","4,716","14,743","7,931","41,423","13,132","108,777","12,012","89,603","10,660","35,476","12,311","21,697","14,447","20,498","17,101","22,773","19,538","20,926","24,507","19,428","27,985","19,602","48,468","23,846","92,575","30,708","56,127","20,245","34,343","12,187","34,858","9,521","32,415","7,655","14,053","5,678",61,567,0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,7호선,2735,반포,1,0,"1,034",680,"3,203","5,835","7,362","10,716","10,486","19,549","7,031","16,089","5,184","8,092","5,449","8,118","6,959","8,903","7,656","8,219","7,764","7,664","9,494","6,895","12,763","7,224","14,098","8,331","17,026","10,854","11,365","7,626","8,641","4,722","9,824","4,005","8,503","3,892","2,292","2,247",6,162,0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,7호선,2736,고속터미널,19,0,"1,187","2,522","2,800","19,961","8,575","34,028","14,515","47,361","16,744","31,304","17,219","21,546","20,415","20,453","20,271","19,183","22,496","22,289","22,717","20,875","29,420","16,872","31,516","16,425","46,387","17,532","49,450","20,022","31,786","13,930","31,864","8,386","28,050","7,928","22,382","4,150","8,188","2,811",20,313,0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,7호선,2737,내방,4,0,"2,104","1,336","6,269","9,690","14,567","21,344","23,412","71,992","17,023","38,186","12,253","17,982","13,015","13,457","13,429","13,264","15,533","15,729","16,251","14,927","17,620","15,047","20,823","15,406","31,605","17,938","61,653","26,196","24,724","18,834","16,381","11,466","16,812","9,699","12,946","8,736","3,802","5,516",6,"2,757",0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,7호선,2738,이수,36,0,"5,067","1,017","7,842","8,718","22,514","12,423","37,310","38,322","23,781","26,490","16,492","17,650","16,221","15,663","17,423","16,982","19,706","19,266","20,022","18,964","21,856","20,387","24,135","23,157","27,733","30,570","39,349","47,433","24,104","35,550","22,200","19,822","23,097","16,221","21,646","14,099","10,547","9,419",32,891,0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,7호선,2739,남성,0,0,"5,500",791,"11,474","3,829","33,126","5,354","49,904","13,049","27,782","9,763","16,652","8,920","13,930","9,259","13,850","10,085","14,470","11,092","12,966","11,755","12,182","14,607","12,102","16,893","13,412","22,611","14,725","36,962","8,979","29,744","8,059","18,272","7,845","16,601","6,128","15,025","2,549","9,546",4,692,0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,7호선,2740,숭실대입구(살피재),46,0,"5,304",729,"10,302","3,526","31,410","6,677","45,754","16,161","24,538","13,324","14,908","10,917","14,022","11,191","14,624","12,584","15,060","13,319","14,062","13,631","13,859","15,944","15,732","18,440","19,539","24,251","17,773","40,190","11,403","32,394","9,352","20,006","9,552","17,837","8,931","17,203","4,518","11,833",17,"1,097",0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,7호선,2741,상도,0,0,"3,978","1,287","9,588","7,125","26,108","7,084","36,806","15,176","21,619","11,345","13,719","8,666","12,197","8,403","12,942","9,279","12,976","10,380","12,234","10,719","11,923","12,188","14,174","14,070","17,148","19,308","17,607","31,999","9,279","24,983","7,699","15,635","7,640","14,214","7,269","13,808","3,419","9,392",35,782,0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,7호선,2742,장승배기,10,0,"6,200","1,061","10,833","4,217","26,294","7,422","39,537","16,122","23,650","9,909","14,155","8,767","12,152","9,263","12,743","9,742","13,529","11,011","12,176","11,412","11,868","13,441","12,620","15,126","13,417","20,035","15,804","31,130","8,953","25,354","7,037","15,889","7,146","15,042","6,456","13,302","2,263","8,671",11,757,0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,7호선,2743,신대방삼거리,22,0,"9,351","1,391","15,506","6,587","43,745","10,916","69,655","28,910","37,887","17,161","21,348","12,457","18,687","12,145","19,733","13,107","19,806","14,788","18,060","16,119","17,733","19,234","19,276","21,963","22,501","29,338","27,674","53,070","15,238","44,410","12,304","26,993","10,399","24,342","8,628","21,786","3,858","15,131",8,"1,150",0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,7호선,2744,보라매,35,0,"5,900","1,934","7,246","6,368","18,661","15,415","28,454","36,799","17,846","12,694","11,056","8,719","12,724","8,114","11,108","9,423","11,062","11,145","11,250","9,978","12,019","10,611","16,085","11,700","17,773","16,265","30,503","25,377","11,563","20,705","8,121","11,988","7,801","11,127","5,941","10,221","2,346","7,058",4,702,0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,7호선,2745,신풍,75,1,"9,385","1,691","13,366","7,476","32,577","9,400","41,526","17,947","23,952","10,259","14,204","8,572","12,367","8,658","13,297","9,325","13,338","10,454","11,739","10,632","12,050","12,951","14,122","15,418","16,772","22,785","17,995","34,601","10,678","26,395","7,501","16,510","6,328","15,989","4,835","14,600","1,922","8,665",13,"1,887",0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,7호선,2746,대림(구로구청),20,0,"10,944","1,075","7,359","3,495","12,766","5,982","18,139","16,005","14,666","12,182","10,381","11,382","10,192","11,858","11,484","11,247","11,978","11,537","12,303","11,172","12,950","12,255","13,892","13,599","14,989","18,787","16,731","20,706","11,293","13,794","8,660","9,929","7,148","11,666","5,575","10,141","2,645","4,844",14,207,0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,7호선,2747,남구로,18,0,"17,158","1,804","12,980","6,437","25,032","26,228","30,441","89,462","20,278","43,027","13,539","17,212","12,276","13,738","13,681","12,842","13,846","13,472","13,292","13,053","14,300","14,653","16,821","17,504","33,649","29,409","69,995","30,175","32,594","20,350","17,763","14,556","12,973","15,477","9,059","14,244","3,537","8,060",29,524,0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,7호선,2748,가산디지털단지,587,1,"6,830","5,146","7,887","20,658","17,415","101,564","19,306","335,342","15,430","190,089","15,108","51,928","19,285","34,677","24,100","32,252","29,002","35,024","34,298","31,674","43,154","29,785","58,206","26,381","152,925","27,144","282,848","31,085","125,740","23,050","68,199","13,160","57,449","10,384","31,961","9,746","10,947","6,886",79,969,0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,7호선,2749,철산,15,0,"10,165","4,464","25,371","10,684","73,174","13,776","80,781","29,624","40,946","22,708","25,662","18,106","24,276","18,177","25,155","20,230","25,157","23,511","24,070","24,155","24,611","27,703","27,984","32,770","32,854","48,709","33,541","84,427","21,072","72,568","18,728","37,879","19,121","31,947","16,839","29,654","7,066","18,385",90,"3,261",0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,7호선,2750,광명사거리,101,1,"21,844","4,867","29,569","11,467","73,587","15,466","92,181","25,517","48,936","21,423","30,541","20,801","27,896","22,493","30,040","25,045","31,007","26,563","28,213","28,480","28,277","33,197","31,165","39,132","33,914","51,806","32,797","81,671","22,661","67,677","17,724","39,070","14,225","33,769","10,211","29,012","3,868","18,185",63,"2,814",0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,7호선,2751,천왕,45,0,"6,659",923,"12,891","4,390","36,893","5,909","46,571","10,195","23,753","6,551","13,284","5,857","11,036","6,473","11,903","7,953","11,531","8,507","10,418","9,495","9,819","11,448","11,751","13,553","11,317","18,535","11,117","34,882","6,369","32,017","4,787","17,493","3,920","15,009","3,232","13,056","1,066","8,318",18,"1,234",0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,7호선,2752,온수(성공회대입구),36,0,"7,000",955,"13,842","3,697","42,431","8,380","50,789","13,579","21,852","6,038","11,377","5,476","9,960","5,319","10,856","6,760","10,370","7,497","9,009","8,140","8,577","10,236","10,354","12,418","12,134","18,489","12,455","36,300","6,106","32,270","4,716","17,330","4,318","15,854","3,015","13,654","1,353","9,851",25,"3,958",0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,7호선,2753,까치울,2,0,"3,507",745,"9,046","3,246","25,280","4,607","32,658","9,209","15,760","4,827","8,458","5,176","7,876","6,647","8,468","7,113","9,121","7,540","8,648","7,330","8,958","8,031","9,657","9,990","10,433","16,046","10,183","25,799","6,460","23,219","5,262","13,635","4,170","11,757","3,252","11,267","1,122","6,942",1,6,0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,7호선,2754,부천종합운동장,27,0,"2,960",984,"5,236","2,414","14,381","4,811","17,170","9,914","8,712","3,946","5,274","3,495","4,864","3,083","4,881","3,140","4,794","3,546","4,230","3,531","4,401","3,853","5,287","4,442","7,091","6,548","9,108","11,351","4,317","10,309","2,745","6,480","2,350","5,110","1,727","4,828",646,"3,619",1,19,0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,7호선,2755,춘의,0,0,"4,366","1,155","8,492","5,309","20,326","21,928","21,533","41,433","12,075","14,764","8,519","7,076","7,308","5,742","8,022","6,202","8,421","7,088","8,395","6,751","8,496","7,052","10,328","8,104","22,514","10,357","34,945","17,424","12,794","15,963","8,215","10,590","6,993","9,537","3,891","7,780","1,276","6,049",0,58,0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,7호선,2756,신중동,5,0,"4,866","2,202","14,653","5,426","38,649","12,260","37,935","39,118","19,205","24,207","14,430","14,336","14,342","12,156","14,985","12,925","15,502","14,973","15,507","14,390","16,479","15,449","18,115","17,727","23,152","22,957","37,495","38,385","17,659","39,450","19,139","19,154","11,564","16,111","9,923","14,407","4,157","11,703",3,602,0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,7호선,2757,부천시청,19,7,"5,208","1,956","13,895","5,163","36,681","12,023","35,658","20,068","16,073","17,128","11,721","10,903","11,916","9,956","12,693","11,253","12,732","12,832","12,599","13,298","14,143","13,600","15,869","15,383","19,284","19,193","21,962","34,880","14,154","34,509","16,031","17,317","9,878","13,711","8,716","11,703","3,242","8,788",14,"1,146",0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,7호선,2758,상동,9,0,"3,882","1,768","13,524","4,921","34,251","10,107","32,143","23,604","15,193","22,524","11,535","13,427","12,528","13,986","13,838","15,855","14,732","16,452","15,027","16,988","16,659","16,515","18,928","17,679","21,066","22,787","26,689","38,398","16,933","33,984","14,486","18,639","15,864","14,185","15,010","12,098","4,873","8,439",27,"1,585",0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,7호선,2759,삼산체육관,5,0,"2,512",243,"8,575","1,169","20,328","2,249","18,815","4,221","8,714","2,533","5,686","2,458","5,409","2,673","5,682","3,378","5,220","3,618","4,788","4,104","4,760","4,901","5,317","5,812","5,101","8,018","4,883","15,118","2,692","13,535","1,954","8,425","1,699","7,083","1,428","6,708",572,"4,363",3,"1,062",0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,7호선,2760,굴포천,1,0,"6,057",492,"12,910","2,995","30,806","4,840","32,019","10,123","16,810","7,586","10,393","6,038","10,045","6,410","10,353","7,467","9,885","8,492","9,022","8,791","8,772","9,815","10,022","12,045","10,457","17,965","12,267","32,757","7,144","31,342","5,593","18,928","5,764","14,858","4,762","13,183","2,305","8,192",67,"1,826",0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,7호선,2761,부평구청,36,1,"7,367",600,"18,993","4,555","55,063","8,046","46,475","11,871","21,746","5,591","12,847","4,820","11,461","5,065","11,639","6,045","11,031","7,028","9,678","7,750","9,257","8,747","10,139","11,121","14,020","16,042","13,893","29,887","7,888","33,839","6,266","20,651","5,164","16,249","3,984","15,396","1,247","10,151",4,"2,140",0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,8호선,2811,암사,20,0,"12,335",891,"22,405","6,538","68,185","7,865","90,688","16,094","45,731","12,595","24,649","10,889","21,157","12,418","22,281","14,077","21,922","15,726","19,318","17,335","17,672","22,067","19,067","26,092","20,387","35,569","21,546","63,229","12,909","51,984","10,073","30,246","8,213","27,950","6,251","24,672","2,247","15,001",6,"2,095",0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,8호선,2812,천호(풍납토성),25,0,"10,315","1,726","15,834","9,953","38,299","14,597","53,798","27,812","32,977","24,634","18,981","17,598","18,005","19,067","19,272","19,979","20,567","22,568","19,932","23,965","20,437","27,833","22,820","31,000","26,623","41,200","30,354","64,965","21,371","51,324","18,773","28,705","15,135","25,226","12,417","21,387","5,069","13,771",28,"2,191",0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,8호선,2813,강동구청,28,0,"4,345",981,"9,699","4,320","26,106","11,885","35,502","30,793","20,480","12,980","12,728","9,322","11,478","8,346","11,833","9,496","12,208","10,705","11,604","11,484","11,603","12,240","12,754","15,453","15,787","18,487","23,695","32,183","10,279","24,742","7,594","15,015","6,788","13,080","4,978","12,940","1,687","6,889",5,819,0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,8호선,2814,몽촌토성(평화의문),2,0,"1,384","1,213","2,895","5,581","7,847","7,820","11,740","21,704","7,316","12,155","4,961","6,998","5,024","6,888","5,620","6,280","5,924","7,192","6,740","6,685","7,699","7,064","10,366","7,086","12,689","8,637","19,180","12,471","8,837","9,044","6,093","5,746","6,017","4,741","4,425","4,878","2,164","2,435",0,258,0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,8호선,2815,잠실(송파구청),9,0,"1,348","1,868","3,507","8,231","7,107","23,447","11,612","64,957","8,859","36,484","8,188","18,947","10,199","22,356","11,592","21,843","14,142","24,840","18,012","22,732","22,171","23,586","25,901","22,529","36,604","27,131","56,445","33,086","33,682","20,054","30,019","10,779","25,028","7,858","19,249","5,860","6,911","3,387",5,645,0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,8호선,2816,석촌,1,1,"3,116",593,"4,702","3,374","13,806","6,736","21,306","19,236","12,586","14,803","8,950","10,240","8,549","9,529","9,247","10,555","9,717","11,568","9,563","12,185","9,997","11,920","10,920","13,812","13,453","17,063","17,209","25,405","10,328","18,723","8,131","11,256","8,578","9,883","7,187","8,229","2,728","5,646",19,634,0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,8호선,2817,송파,1,0,"2,662",548,"8,457","3,768","25,628","8,866","31,144","16,050","17,349","9,814","11,571","6,783","11,158","6,180","11,358","8,270","11,220","9,202","10,419","9,803","11,953","10,369","12,531","12,588","13,262","16,226","15,792","26,497","7,902","21,759","5,896","12,167","5,027","11,821","3,596","9,697","1,392","6,497",11,791,0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,8호선,2818,가락시장,25,0,"2,638","2,323","5,140","6,298","8,868","11,998","11,589","32,805","8,927","17,022","9,031","11,278","9,310","10,183","8,944","10,257","9,952","9,986","10,909","10,392","12,236","10,966","12,858","11,443","15,948","13,743","25,095","18,258","11,741","14,426","9,739","9,154","10,519","7,926","8,274","6,317","3,361","4,045",18,"2,001",0,2,0,0,0,0,2020-06-03 11:49:09
2020-05,8호선,2819,문정,5,1,"2,286","2,338","5,903","9,505","18,810","33,804","27,421","136,893","17,545","68,649","13,366","22,892","14,310","17,523","15,852","14,917","18,225","18,577","20,718","15,543","23,196","16,933","25,056","16,571","51,325","21,582","104,343","27,374","39,592","23,374","24,068","14,048","22,463","11,433","17,984","10,699","5,216","6,296",4,117,0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,8호선,2820,장지,3,0,"4,905","2,101","14,219","8,404","41,282","19,799","48,414","42,277","26,049","31,083","16,557","18,086","15,378","19,037","17,776","18,166","18,459","19,350","18,575","20,240","20,641","21,238","25,359","24,049","32,809","29,074","44,127","45,441","27,174","33,603","21,554","19,785","21,960","17,030","13,357","15,571","3,374","9,902",0,46,0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,8호선,2821,복정,7,0,"3,588","1,968","9,560","8,378","26,467","10,495","34,832","16,572","21,072","10,305","12,238","7,497","9,813","6,948","10,552","8,671","10,592","8,297","10,740","9,179","10,903","9,209","13,412","12,535","19,531","17,002","23,323","28,131","14,311","22,469","8,903","14,405","7,416","12,695","6,411","11,499","2,279","5,935",62,931,0,1,0,0,0,0,2020-06-03 11:49:09
2020-05,8호선,2822,산성,1,0,"4,479",659,"6,611","5,270","16,192","3,772","20,705","8,588","12,132","5,811","7,770","6,094","6,999","4,861","7,136","4,765","7,025","5,310","6,936","5,417","7,313","7,331","9,640","8,234","9,644","10,109","7,294","16,083","4,235","14,255","2,868","9,666","2,413","9,046","1,461","8,209",646,"4,453",2,686,0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,8호선,2823,남한산성입구(성남법원.검찰청),18,0,"9,391","1,239","17,863","4,442","42,412","9,163","55,794","19,967","29,782","13,696","18,162","10,177","16,920","9,524","16,741","10,512","16,889","12,364","15,497","12,324","14,751","15,662","16,255","18,168","19,081","22,702","20,981","37,994","10,546","32,702","6,883","20,970","5,310","19,984","3,664","19,221","1,425","10,879",0,"1,876",0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,8호선,2824,단대오거리,7,1,"8,175","2,111","13,356","6,035","29,618","9,547","36,646","16,045","20,569","8,555","14,191","7,305","12,858","7,394","12,733","8,776","13,078","9,124","12,090","10,717","11,444","12,307","12,645","16,363","15,551","18,391","19,177","30,640","10,287","26,578","6,675","17,528","5,197","14,952","3,810","14,100","1,428","8,715",11,"1,424",0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,8호선,2825,신흥,0,0,"3,849",785,"5,184","2,455","11,031","2,763","14,337","5,620","9,336","4,552","6,143","5,052","5,715","4,950","6,324","5,637","6,517","6,006","6,393","7,229","6,718","7,823","7,010","9,753","7,213","10,310","7,137","14,905","4,785","12,531","3,835","8,184","3,200","7,513","2,289","5,980",963,"3,897",14,508,0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,8호선,2826,수진,2,0,"3,409",457,"5,668","2,146","13,741","2,484","18,716","6,663","10,210","4,549","7,085","4,215","6,497","4,632","6,983","4,574","7,298","5,911","6,075","6,216","6,601","7,234","7,341","7,518","7,556","8,808","7,196","12,852","4,175","11,186","3,598","7,464","2,644","6,771","1,906","6,433",912,"3,967",14,506,0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,8호선,2827,모란,0,0,"2,053",636,"2,722","2,754","7,666","3,638","10,284","6,078","6,468","4,464","5,740","4,978","6,239","5,592","7,137","5,049","7,619","5,927","7,843","5,887","8,789","6,788","9,697","5,800","8,754","6,758","9,001","8,597","5,896","5,974","4,035","3,841","3,737","3,766","3,311","3,169","1,837","1,939",1,368,0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,9호선,4101,개화,7,2,"1,644",306,"4,535","2,055","10,009","2,791","6,948","5,028","3,136","2,641","2,504","1,906","2,178","2,177","2,217","2,062","2,132","1,996","2,259","1,834","2,496","2,217","3,739","2,043","4,648","2,653","5,997","4,131","2,641","4,633","1,839","2,905","1,773","1,865",575,"1,729",196,"1,024",0,144,0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,9호선,4102,김포공항,21,0,"1,369",999,"3,147","8,538","7,671","12,767","9,418","17,401","7,269","15,645","7,520","12,492","8,199","14,480","9,190","15,916","10,819","18,783","11,094","16,752","12,480","14,729","12,360","18,394","16,602","19,054","17,944","20,810","13,615","13,145","13,647","6,731","11,521","3,489","9,601","2,581",759,"1,649",17,808,0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,9호선,4103,공항시장,1,0,"2,488",219,"4,120","1,174","7,847","1,513","8,578","3,656","5,376","2,531","4,240","2,792","3,906","2,964","4,268","3,300","4,097","3,609","3,920","4,095","3,882","4,544","3,593","5,339","3,783","6,325","4,067","9,399","2,740","8,868","2,208","5,714","1,938","4,867","1,326","4,847",649,"3,413",1,410,0,0,0,0,0,0,2020-06-03 11:49:09
